budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,status,title,vote_average,vote_count
70000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",8676,en,Fool's Gold,21.789615,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-07,111231041,112,Released,Fool's Gold,5.4,444
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",20829,en,Funny People,20.199057,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""Madison 23"", ""id"": 11708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-31,61458982,146,Released,Funny People,5.7,390
70000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",4349,en,The Kingdom,26.123705,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""MDBF Zweite Filmgesellschaft"", ""id"": 12246}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-22,86658558,110,Released,The Kingdom,6.5,513
72500000,"[{""id"": 35, ""name"": ""Comedy""}]",9718,en,Talladega Nights: The Ballad of Ricky Bobby,12.599836,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-04,162966177,116,Released,Talladega Nights: The Ballad of Ricky Bobby,6.2,491
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",10808,en,Dr. Dolittle 2,13.543053,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Joseph M. Singer Entertainment"", ""id"": 1301}, {""name"": ""Davis Entertainment"", ""id"": 1302}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-22,176104344,87,Released,Dr. Dolittle 2,4.9,410
72000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",197,en,Braveheart,60.722162,"[{""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""The Ladd Company"", ""id"": 7965}, {""name"": ""B.H. Finance C.V."", ""id"": 11353}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-05-24,210000000,177,Released,Braveheart,7.7,3336
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",25,en,Jarhead,32.227223,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Motion Picture KAPPA Produktionsgesellschaft"", ""id"": 19934}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-04,96889998,125,Released,Jarhead,6.6,765
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",35,en,The Simpsons Movie,46.875375,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-07-25,527068851,87,Released,The Simpsons Movie,6.9,2264
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11086,en,The Majestic,11.215702,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Darkwoods Productions"", ""id"": 3982}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-21,37317558,152,Released,The Majestic,6.6,188
94000000,"[{""id"": 28, ""name"": ""Action""}]",10477,en,Driven,8.468586,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Trackform Film Productions"", ""id"": 10107}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-27,54744738,116,Released,Driven,4.5,179
74500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1997,en,Deux frères,8.884318,"[{""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Pathe"", ""id"": 7396}, {""name"": ""Two Brothers Productions"", ""id"": 19238}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-04-07,62172050,109,Released,Two Brothers,6.9,180
60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",6947,en,The Village,27.491891,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-30,256697520,108,Released,The Village,6.2,1071
71000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3050,en,Doctor Dolittle,21.462935,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Joseph M. Singer Entertainment"", ""id"": 1301}, {""name"": ""Davis Entertainment"", ""id"": 1302}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-22,294456605,85,Released,Doctor Dolittle,5.4,686
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",2675,en,Signs,28.848187,"[{""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-02,408247917,106,Released,Signs,6.4,1599
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",809,en,Shrek 2,47.320801,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-05-19,919838758,93,Released,Shrek 2,6.7,2988
120000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",920,en,Cars,82.643036,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-06-08,461983149,117,Released,Cars,6.6,3877
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4806,en,Runaway Bride,20.230535,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Interscope Communications"", ""id"": 10201}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-30,309457509,116,Released,Runaway Bride,5.7,455
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7451,en,xXx,46.217769,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-09,277448382,124,Released,xXx,5.8,1424
74000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",228165,en,The SpongeBob Movie: Sponge Out of Water,36.952268,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Nickelodeon Animation Studios"", ""id"": 4859}, {""name"": ""United Plankton Pictures"", ""id"": 8921}, {""name"": ""Disruption Entertainment"", ""id"": 10256}, {""name"": ""Paramount Animation"", ""id"": 24955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-05,311594032,93,Released,The SpongeBob Movie: Sponge Out of Water,5.8,719
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",3595,en,Ransom,16.411345,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Brian Grazer/Scott Rudin Productions"", ""id"": 90663}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-11-08,309492681,117,Released,Ransom,6.4,470
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",16869,en,Inglourious Basterds,72.595961,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Zehnte Babelsberg"", ""id"": 6817}, {""name"": ""Visiona Romantica"", ""id"": 6818}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-18,319131050,153,Released,Inglourious Basterds,7.9,6430
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",879,en,Hook,33.648404,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-12-11,300854823,144,Released,Hook,6.6,1532
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1573,en,Die Hard 2,57.69847,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-07-02,240031094,124,Released,Die Hard 2,6.6,1896
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9257,en,S.W.A.T.,34.052253,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Chris Lee Productions"", ""id"": 20033}, {""name"": ""Illusion Entertainment"", ""id"": 20034}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-08,116643346,117,Released,S.W.A.T.,5.8,770
68000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1903,en,Vanilla Sky,27.299301,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise-Wagner Productions"", ""id"": 349}, {""name"": ""Vinyl Films"", ""id"": 485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-10,203388341,136,Released,Vanilla Sky,6.5,1078
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",9697,en,Lady in the Water,20.219385,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-21,42285169,110,Released,Lady in the Water,5.3,409
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",395,en,AVP: Alien vs. Predator,42.957216,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Brandywine Productions"", ""id"": 19747}, {""name"": ""Lonlink Productions"", ""id"": 19828}, {""name"": ""Kut Productions"", ""id"": 19829}, {""name"": ""Inside Track Films"", ""id"": 19834}, {""name"": ""Charenton Productions Limited"", ""id"": 19835}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-12,171183863,101,Released,AVP: Alien vs. Predator,5.5,1217
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",23398,en,Alvin and the Chipmunks: The Squeakquel,29.412262,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-21,443140005,88,Released,Alvin and the Chipmunks: The Squeakquel,5.4,666
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",10590,en,We Were Soldiers,19.708731,"[{""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Wheelhouse Entertainment"", ""id"": 53005}, {""name"": ""Motion Picture Production GmbH & Co. Erste KG"", ""id"": 53006}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-01,114660784,138,Released,We Were Soldiers,6.7,521
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",117263,en,Olympus Has Fallen,59.428223,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-20,161025640,120,Released,Olympus Has Fallen,6.2,2981
70000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",200,en,Star Trek: Insurrection,19.711951,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-10,118000000,103,Released,Star Trek: Insurrection,6.3,391
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",44943,en,Battle: Los Angeles,49.199234,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-08,202466756,116,Released,Battle: Los Angeles,5.5,1448
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",587,en,Big Fish,46.199482,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Jinks/Cohen Company"", ""id"": 2721}, {""name"": ""Tim Burton Productions"", ""id"": 8601}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-25,122919055,125,Released,Big Fish,7.6,1994
0,"[{""id"": 14, ""name"": ""Fantasy""}]",10395,en,Wolf,13.758526,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-06-17,0,125,Released,Wolf,6,216
66000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",57212,en,War Horse,29.505574,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-25,177584879,146,Released,War Horse,7,992
70000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}]",152760,en,The Monuments Men,43.873266,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}, {""name"": ""Obelisk Productions"", ""id"": 24970}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-24,154984035,118,Released,The Monuments Men,5.8,1523
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2756,en,The Abyss,24.961625,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}, {""name"": ""Pacific Western"", ""id"": 1280}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-08-09,90000098,139,Released,The Abyss,7.1,808
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",33909,en,Wall Street: Money Never Sleeps,23.25645,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-02,134748021,133,Released,Wall Street: Money Never Sleeps,5.8,493
70000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",49017,en,Dracula Untold,64.457947,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-01,215529201,92,Released,Dracula Untold,6.2,2389
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9882,en,The Siege,20.089933,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}, {""name"": ""Bedford Falls Company, The"", ""id"": 20634}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-11-06,116672912,116,Released,The Siege,6,352
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",2270,en,Stardust,48.032734,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Vaughn Productions"", ""id"": 23420}]","[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-09,135560026,127,Released,Stardust,7.1,1184
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",978,en,Seven Years in Tibet,16.92991,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}, {""name"": ""Applecross"", ""id"": 57435}, {""name"": ""Reperage & Vanguard Films"", ""id"": 57436}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-12,131457682,136,Released,Seven Years in Tibet,7,630
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",44564,en,The Dilemma,14.780634,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Wild West Picture Show Productions"", ""id"": 2796}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-01-13,67112664,111,Released,The Dilemma,5.2,304
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",3132,en,Bad Company,14.086292,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Stillking Films"", ""id"": 11345}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-07,65977295,116,Released,Bad Company,5.4,228
60000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",8814,en,Doom,29.261348,"[{""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""John Wells Productions"", ""id"": 1512}, {""name"": ""Reaper Productions"", ""id"": 2539}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Babelsberg Film"", ""id"": 19481}, {""name"": ""Doom Productions"", ""id"": 19922}, {""name"": ""Distant Planet Productions"", ""id"": 19923}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-20,55987321,105,Released,Doom,5,609
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",8427,en,I Spy,13.267631,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-31,33561137,97,Released,I Spy,5.2,269
70000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",52520,en,Underworld: Awakening,58.401204,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sketch Films"", ""id"": 7738}, {""name"": ""UW4 Productions"", ""id"": 7740}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-01-19,160112671,88,Released,Underworld: Awakening,6.1,1862
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",80585,en,Rock of Ages,23.515938,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Corner Store Entertainment"", ""id"": 8871}, {""name"": ""Material Pictures"", ""id"": 12139}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-13,59418613,123,Released,Rock of Ages,6,385
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",10592,en,Hart's War,14.244518,"[{""name"": ""David Foster Productions"", ""id"": 496}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""David Ladd Films"", ""id"": 21447}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-02-15,32287044,125,Released,Hart's War,5.9,241
66000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",49021,en,Killer Elite,29.501489,"[{""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Ambience Entertainment"", ""id"": 3427}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Sighvatsson Films"", ""id"": 11369}, {""name"": ""Palomar Pictures (II)"", ""id"": 11371}, {""name"": ""Film Victoria"", ""id"": 11840}, {""name"": ""Wales Creative IP Fund"", ""id"": 11841}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-23,57777106,116,Released,Killer Elite,6.1,695
